800.400000 0.000000 0.000000
148932800000.000000 19200000000.000000 0.000000


7195.283854 102.113237 0.000000
145742288194.702637 38263849017.156662 0.000000


19910.246478 1018.323727 0.000000
140472763721.918854 56922989945.309135 0.000000


38746.888107 3539.566724 0.000000
133211616692.600845 74921024044.078857 0.000000


63381.945860 8406.644378 0.000000
124085757499.051636 92022584321.009384 0.000000


93381.621028 16285.293730 0.000000
113255749129.277145 108020885884.709869 0.000000


128222.018428 27746.316916 0.000000
100908228451.296555 122743286174.970352 0.000000


167313.592616 43252.373530 0.000000
87247398771.785690 136054476470.870056 0.000000


210027.124013 63152.074282 0.000000
72486423412.631577 147857257917.621277 0.000000


255718.830559 87681.042046 0.000000
56839454655.865402 158091154252.951233 0.000000


303752.678457 116968.828170 0.000000
40514836630.333878 166729322944.020813 0.000000


353518.628010 151050.110273 0.000000
23709783605.881508 173774323492.238647 0.000000


404446.259889 189878.470250 0.000000
6606611202.974113 179253295404.799744 0.000000


456013.834492 233341.193896 0.000000
-10629576664.528919 183213018551.490143 0.000000


507753.267229 281273.842607 0.000000
-27851953509.795551 185715211283.004150 0.000000


559251.742227 333473.719329 0.000000
-44932048217.583588 186832297835.621521 0.000000


610150.764426 389711.706714 0.000000
-61759099388.111206 186643766978.967712 0.000000


660143.412607 449742.249461 0.000000
-78238924830.363968 185233158724.147217 0.000000


708970.451913 513311.468192 0.000000
-94292504323.082794 182685657138.712433 0.000000


756415.832868 580163.531722 0.000000
-109854428938.660156 179086231891.350677 0.000000


802301.971696 650045.491495 0.000000
-124871328129.318451 174518253890.172546 0.000000


846485.089040 722710.812709 0.000000
-139300349933.487854 169062505828.910065 0.000000


888850.787679 797921.836721 0.000000
-153107741229.183472 162796511896.515533 0.000000


929309.975555 875451.391329 0.000000
-166267553671.022827 155794118724.604858 0.000000


967795.186251 955083.738491 0.000000
-178760485819.948303 148125269328.359253 0.000000


1004257.311536 1036615.019184 0.000000
-190572861792.157013 139855921738.550171 0.000000


1038662.736140 1119853.326016 0.000000
-201695740328.283142 131048073306.905396 0.000000


1070990.850046 1204618.507915 0.000000
-212124144485.926910 121759859845.016571 0.000000


1101231.905656 1290741.788544 0.000000
-221856400359.051941 112045705678.079407 0.000000


1129385.183844 1378065.261234 0.000000
-230893572692.919952 101956506383.461578 0.000000


1155457.432690 1466441.307865 0.000000
-239238985528.386597 91539830555.925705 0.000000


1179461.544267 1555731.976933 0.000000
-246897816745.657593 80840130549.762451 0.000000


1201415.437505 1645808.346461 0.000000
-253876756360.008209 69898954953.197067 0.000000


1221341.118301 1736549.890061 0.000000
-260183719502.034607 58755157702.060020 0.000000


1239263.891302 1827843.858788 0.000000
-265827606098.888794 47445100369.669891 0.000000


1255211.700998 1919584.687230 0.000000
-270818100304.722656 36002845389.564552 0.000000


1269214.582706 2011673.429088 0.000000
-275165503677.899536 24460338868.682682 0.000000


1281304.206790 2104017.225232 0.000000
-278880596955.853333 12847582304.555447 0.000000


1291513.501795 2196528.805504 0.000000
-281974526032.800110 1192792989.449696 0.000000


1299876.344373 2289126.024405 0.000000
-284458708404.205078 -10477446787.039658 0.000000


1306427.305654 2381731.429946 0.000000
-286344756911.875305 -22138051402.251896 0.000000


1311201.445337 2474271.864418 0.000000
-287644418113.372192 -33765303951.778786 0.000000


1314234.146121 2566678.095507 0.000000
-288369523018.227722 -45336738120.233871 0.000000


1315560.982264 2658884.475942 0.000000
-288531948290.144592 -56831029257.595467 0.000000


1315217.617043 2750828.629831 0.000000
-288143586317.328735 -68227894030.643234 0.000000


1313239.724710 2842451.163768 0.000000
-287216322809.941833 -79507998023.205582 0.000000


1309662.933274 2933695.400868 0.000000
-285762020801.138184 -90652870677.348572 0.000000


1304522.785023 3024507.135944 0.000000
-283792510112.179810 -101644826995.425415 0.000000


1297854.712206 3114834.410135 0.000000
-281319581497.848816 -112466895456.539932 0.000000


1289694.025734 3204627.303394 0.000000
-278354984820.204346 -123102751637.924057 0.000000


1280075.915114 3293837.743372 0.000000
-274910430710.438049 -133536657070.196411 0.000000


1269035.458154 3382419.329343 0.000000
-270997595273.365051 -143753402894.222626 0.000000


1256607.639212 3470327.169928 0.000000
-266628127469.670013 -153738257925.516937 0.000000


1242827.375017 3557517.733485 0.000000
