-1.000000	1.000000	-1.000000	1.000000	-1.000000	1.000000	-1.000000	
-0.980000	1.000000	-0.980000	0.940600	-0.882980	0.808861	-0.720446	
-0.960000	1.000000	-0.960000	0.882400	-0.771840	0.634891	-0.479620	
-0.940000	1.000000	-0.940000	0.825400	-0.666460	0.477277	-0.274384	
-0.920000	1.000000	-0.920000	0.769600	-0.566720	0.335219	-0.101747	
-0.900000	1.000000	-0.900000	0.715000	-0.472500	0.207938	0.041141	
-0.880000	1.000000	-0.880000	0.661600	-0.383680	0.094667	0.156991	
-0.860000	1.000000	-0.860000	0.609400	-0.300140	-0.005339	0.248377	
-0.840000	1.000000	-0.840000	0.558400	-0.221760	-0.092813	0.317741	
-0.820000	1.000000	-0.820000	0.508600	-0.148420	-0.168467	0.367394	
-0.800000	1.000000	-0.800000	0.460000	-0.080000	-0.233000	0.399520	
-0.780000	1.000000	-0.780000	0.412600	-0.016380	-0.287091	0.416180	
-0.760000	1.000000	-0.760000	0.366400	0.042560	-0.331405	0.419314	
-0.740000	1.000000	-0.740000	0.321400	0.096940	-0.366587	0.410742	
-0.720000	1.000000	-0.720000	0.277600	0.146880	-0.393269	0.392172	
-0.700000	1.000000	-0.700000	0.235000	0.192500	-0.412062	0.365199	
-0.680000	1.000000	-0.680000	0.193600	0.233920	-0.423565	0.331307	
-0.660000	1.000000	-0.660000	0.153400	0.271260	-0.428355	0.291878	
-0.640000	1.000000	-0.640000	0.114400	0.304640	-0.426997	0.248188	
-0.620000	1.000000	-0.620000	0.076600	0.334180	-0.420035	0.201415	
-0.600000	1.000000	-0.600000	0.040000	0.360000	-0.408000	0.152640	
-0.580000	1.000000	-0.580000	0.004600	0.382220	-0.391403	0.102849	
-0.560000	1.000000	-0.560000	-0.029600	0.400960	-0.370741	0.052939	
-0.540000	1.000000	-0.540000	-0.062600	0.416340	-0.346491	0.003718	
-0.520000	1.000000	-0.520000	-0.094400	0.428480	-0.319117	-0.044091	
-0.500000	1.000000	-0.500000	-0.125000	0.437500	-0.289062	-0.089844	
-0.480000	1.000000	-0.480000	-0.154400	0.443520	-0.256757	-0.132978	
-0.460000	1.000000	-0.460000	-0.182600	0.446660	-0.222611	-0.173006	
-0.440000	1.000000	-0.440000	-0.209600	0.447040	-0.187021	-0.209512	
-0.420000	1.000000	-0.420000	-0.235400	0.444780	-0.150363	-0.242149	
-0.400000	1.000000	-0.400000	-0.260000	0.440000	-0.113000	-0.270640	
-0.380000	1.000000	-0.380000	-0.283400	0.432820	-0.075275	-0.294768	
-0.360000	1.000000	-0.360000	-0.305600	0.423360	-0.037517	-0.314377	
-0.340000	1.000000	-0.340000	-0.326600	0.411740	-0.000035	-0.329370	
-0.320000	1.000000	-0.320000	-0.346400	0.398080	0.036875	-0.339704	
-0.300000	1.000000	-0.300000	-0.365000	0.382500	0.072938	-0.345386	
-0.280000	1.000000	-0.280000	-0.382400	0.365120	0.107891	-0.346473	
-0.260000	1.000000	-0.260000	-0.398600	0.346060	0.141493	-0.343067	
-0.240000	1.000000	-0.240000	-0.413600	0.325440	0.173515	-0.335311	
-0.220000	1.000000	-0.220000	-0.427400	0.303380	0.203749	-0.323388	
-0.200000	1.000000	-0.200000	-0.440000	0.280000	0.232000	-0.307520	
-0.180000	1.000000	-0.180000	-0.451400	0.255420	0.258093	-0.287958	
-0.160000	1.000000	-0.160000	-0.461600	0.229760	0.281867	-0.264986	
-0.140000	1.000000	-0.140000	-0.470600	0.203140	0.303181	-0.238914	
-0.120000	1.000000	-0.120000	-0.478400	0.175680	0.321907	-0.210076	
-0.100000	1.000000	-0.100000	-0.485000	0.147500	0.337938	-0.178829	
-0.080000	1.000000	-0.080000	-0.490400	0.118720	0.351179	-0.145546	
-0.060000	1.000000	-0.060000	-0.494600	0.089460	0.361557	-0.110616	
-0.040000	1.000000	-0.040000	-0.497600	0.059840	0.369011	-0.074441	
-0.020000	1.000000	-0.020000	-0.499400	0.029980	0.373501	-0.037430	
0.000000	1.000000	0.000000	-0.500000	-0.000000	0.375000	0.000000	
0.020000	1.000000	0.020000	-0.499400	-0.029980	0.373501	0.037430	
0.040000	1.000000	0.040000	-0.497600	-0.059840	0.369011	0.074441	
0.060000	1.000000	0.060000	-0.494600	-0.089460	0.361557	0.110616	
0.080000	1.000000	0.080000	-0.490400	-0.118720	0.351179	0.145546	
0.100000	1.000000	0.100000	-0.485000	-0.147500	0.337938	0.178829	
0.120000	1.000000	0.120000	-0.478400	-0.175680	0.321907	0.210076	
0.140000	1.000000	0.140000	-0.470600	-0.203140	0.303181	0.238914	
0.160000	1.000000	0.160000	-0.461600	-0.229760	0.281867	0.264986	
0.180000	1.000000	0.180000	-0.451400	-0.255420	0.258093	0.287958	
0.200000	1.000000	0.200000	-0.440000	-0.280000	0.232000	0.307520	
0.220000	1.000000	0.220000	-0.427400	-0.303380	0.203749	0.323388	
0.240000	1.000000	0.240000	-0.413600	-0.325440	0.173515	0.335311	
0.260000	1.000000	0.260000	-0.398600	-0.346060	0.141493	0.343067	
0.280000	1.000000	0.280000	-0.382400	-0.365120	0.107891	0.346473	
0.300000	1.000000	0.300000	-0.365000	-0.382500	0.072938	0.345386	
0.320000	1.000000	0.320000	-0.346400	-0.398080	0.036875	0.339704	
0.340000	1.000000	0.340000	-0.326600	-0.411740	-0.000035	0.329370	
0.360000	1.000000	0.360000	-0.305600	-0.423360	-0.037517	0.314377	
0.380000	1.000000	0.380000	-0.283400	-0.432820	-0.075275	0.294768	
0.400000	1.000000	0.400000	-0.260000	-0.440000	-0.113000	0.270640	
0.420000	1.000000	0.420000	-0.235400	-0.444780	-0.150363	0.242149	
0.440000	1.000000	0.440000	-0.209600	-0.447040	-0.187021	0.209512	
0.460000	1.000000	0.460000	-0.182600	-0.446660	-0.222611	0.173006	
0.480000	1.000000	0.480000	-0.154400	-0.443520	-0.256757	0.132978	
0.500000	1.000000	0.500000	-0.125000	-0.437500	-0.289062	0.089844	
0.520000	1.000000	0.520000	-0.094400	-0.428480	-0.319117	0.044091	
0.540000	1.000000	0.540000	-0.062600	-0.416340	-0.346491	-0.003718	
0.560000	1.000000	0.560000	-0.029600	-0.400960	-0.370741	-0.052939	
0.580000	1.000000	0.580000	0.004600	-0.382220	-0.391403	-0.102849	
0.600000	1.000000	0.600000	0.040000	-0.360000	-0.408000	-0.152640	
0.620000	1.000000	0.620000	0.076600	-0.334180	-0.420035	-0.201415	
0.640000	1.000000	0.640000	0.114400	-0.304640	-0.426997	-0.248188	
0.660000	1.000000	0.660000	0.153400	-0.271260	-0.428355	-0.291878	
0.680000	1.000000	0.680000	0.193600	-0.233920	-0.423565	-0.331307	
0.700000	1.000000	0.700000	0.235000	-0.192500	-0.412062	-0.365199	
0.720000	1.000000	0.720000	0.277600	-0.146880	-0.393269	-0.392172	
0.740000	1.000000	0.740000	0.321400	-0.096940	-0.366587	-0.410742	
0.760000	1.000000	0.760000	0.366400	-0.042560	-0.331405	-0.419314	
0.780000	1.000000	0.780000	0.412600	0.016380	-0.287091	-0.416180	
0.800000	1.000000	0.800000	0.460000	0.080000	-0.233000	-0.399520	
0.820000	1.000000	0.820000	0.508600	0.148420	-0.168467	-0.367394	
0.840000	1.000000	0.840000	0.558400	0.221760	-0.092813	-0.317741	
0.860000	1.000000	0.860000	0.609400	0.300140	-0.005339	-0.248377	
0.880000	1.000000	0.880000	0.661600	0.383680	0.094667	-0.156991	
