1.110000 15.481336 5.688663 3.678654 -2.255860
1.120000 15.518122 5.666104 3.605081 -2.308743
1.130000 15.554173 5.643017 3.532979 -2.360568
1.140000 15.589503 5.619411 3.462319 -2.411357
1.150000 15.624126 5.595297 3.393073 -2.461130
1.160000 15.658057 5.570686 3.325212 -2.509907
1.170000 15.691309 5.545587 3.258707 -2.557709
1.180000 15.723896 5.520010 3.193533 -2.604555
1.190000 15.755831 5.493964 3.129662 -2.650464
1.200000 15.787128 5.467460 3.067069 -2.695454
1.210000 15.817799 5.440505 3.005728 -2.739545
1.220000 15.847856 5.413110 2.945613 -2.782754
1.230000 15.877312 5.385282 2.886701 -2.825099
1.240000 15.906179 5.357031 2.828967 -2.866597
1.250000 15.934469 5.328365 2.772388 -2.907265
1.260000 15.962193 5.299293 2.716940 -2.947120
1.270000 15.989362 5.269821 2.662601 -2.986178
1.280000 16.015988 5.239960 2.609349 -3.024454
1.290000 16.042081 5.209715 2.557162 -3.061965
1.300000 16.067653 5.179095 2.506019 -3.098726
1.310000 16.092713 5.148108 2.455898 -3.134751
1.320000 16.117272 5.116761 2.406781 -3.170056
1.330000 16.141340 5.085060 2.358645 -3.204655
1.340000 16.164926 5.053013 2.311472 -3.238562
1.350000 16.188041 5.020628 2.265243 -3.271791
1.360000 16.210694 4.987910 2.219938 -3.304355
1.370000 16.232893 4.954866 2.175539 -3.336268
1.380000 16.254648 4.921504 2.132028 -3.367542
1.390000 16.275969 4.887828 2.089388 -3.398192
1.400000 16.296863 4.853846 2.047600 -3.428228
1.410000 16.317339 4.819564 2.006648 -3.457663
1.420000 16.337405 4.784987 1.966515 -3.486510
1.430000 16.357070 4.750122 1.927185 -3.514780
1.440000 16.376342 4.714975 1.888641 -3.542484
1.450000 16.395228 4.679550 1.850868 -3.569634
1.460000 16.413737 4.643853 1.813851 -3.596242
1.470000 16.431876 4.607891 1.777574 -3.622317
1.480000 16.449651 4.571668 1.742022 -3.647871
1.490000 16.467072 4.535189 1.707182 -3.672913
1.500000 16.484143 4.498460 1.673038 -3.697455
1.510000 16.500874 4.461485 1.639577 -3.721506
1.520000 16.517270 4.424270 1.606786 -3.745076
1.530000 16.533337 4.386820 1.574650 -3.768174
1.540000 16.549084 4.349138 1.543157 -3.790811
1.550000 16.564515 4.311230 1.512294 -3.812994
1.560000 16.579638 4.273100 1.482048 -3.834735
1.570000 16.594459 4.234752 1.452407 -3.856040
1.580000 16.608983 4.196192 1.423359 -3.876919
1.590000 16.623217 4.157423 1.394892 -3.897381
1.600000 16.637166 4.118449 1.366994 -3.917433
1.610000 16.650835 4.079275 1.339654 -3.937084
1.620000 16.664232 4.039904 1.312861 -3.956343
1.630000 16.677361 4.000340 1.286604 -3.975216
1.640000 16.690227 3.960588 1.260872 -3.993712
1.650000 16.702835 3.920651 1.235654 -4.011837
1.660000 16.715192 3.880533 1.210941 -4.029601
1.670000 16.727301 3.840237 1.186722 -4.047009
1.680000 16.739169 3.799767 1.162988 -4.064068
1.690000 16.750798 3.759126 1.139728 -4.080787
1.700000 16.762196 3.718318 1.116934 -4.097171
1.710000 16.773365 3.677346 1.094595 -4.113228
1.720000 16.784311 3.636214 1.072703 -4.128963
1.730000 16.795038 3.594925 1.051249 -4.144384
1.740000 16.805550 3.553481 1.030224 -4.159496
1.750000 16.815853 3.511886 1.009620 -4.174306
1.760000 16.825949 3.470143 0.989427 -4.188820
1.770000 16.835843 3.428254 0.969639 -4.203044
1.780000 16.845540 3.386224 0.950246 -4.216983
