0	 0.116771
1	 0.184349
2	 0.245524
3	 0.377913
4	 0.405146
5	 0.465933
6	 0.475236
7	 0.572869
8	 0.559055
9	 0.580735
10	 0.405971
11	 0.485008
12	 0.255534
13	 0.078565
14	 -0.017005
15	 -0.127387
16	 -0.170811
17	 -0.360438
18	 -0.189986
19	 -0.063459
20	 -0.020944
21	 -0.146366
22	 0.033583
23	 0.115514
24	 0.216478
25	 0.127286
26	 0.200163
27	 0.073448
28	 -0.124947
29	 -0.200184
30	 -0.127089
31	 -0.233656
32	 -0.198648
33	 -0.196647
34	 -0.196014
35	 -0.044068
36	 -0.093750
37	 -0.009236
38	 0.039255
39	 0.018452
40	 -0.082597
41	 0.035129
42	 -0.038452
43	 -0.120765
44	 -0.268803
45	 -0.255738
46	 -0.169680
47	 -0.084421
48	 -0.067379
49	 -0.047218
50	 0.064045
51	 0.098558
52	 -0.007497
53	 -0.046525
54	 0.198410
55	 0.290381
56	 0.112244
57	 0.075976
58	 0.149297
59	 0.162123
60	 0.273222
61	 0.235432
62	 0.328544
63	 0.470126
64	 0.406054
65	 0.216893
66	 0.230381
67	 0.189525
68	 -0.093313
69	 -0.171371
70	 -0.239706
71	 -0.305027
72	 -0.342544
73	 -0.344336
74	 -0.477101
75	 -0.382992
76	 -0.312859
77	 -0.216570
78	 0.054649
79	 0.043494
80	 -0.008571
81	 0.200244
82	 0.264152
83	 0.323548
84	 0.371238
85	 0.405162
86	 0.360256
87	 0.454628
88	 0.375954
89	 0.335242
90	 0.302961
91	 0.029787
92	 0.035063
93	 -0.174353
94	 -0.203156
95	 -0.286097
96	 -0.165991
97	 -0.299361
98	 -0.258249
99	 -0.081542
100	 -0.045589
101	 -0.048277
102	 -0.052618
103	 0.116296
104	 0.133613
105	 0.147646
106	 0.009564
107	 -0.025057
108	 0.003325
109	 -0.059000
110	 -0.030761
111	 0.046534
112	 0.006685
113	 -0.093584
114	 -0.062508
115	 0.081827
116	 0.187420
117	 0.297901
118	 0.016608
119	 -0.143414
120	 -0.231896
121	 -0.219040
122	 -0.229979
123	 -0.161672
124	 -0.269104
125	 -0.318398
126	 -0.308374
127	 -0.330387
128	 -0.069910
129	 0.130136
130	 0.233959
131	 0.259959
132	 0.405186
133	 0.301880
134	 0.345798
135	 0.193645
136	 0.206222
137	 0.199589
138	 0.107868
139	 0.047037
140	 -0.016415
141	 0.044030
142	 -0.140778
143	 0.109435
144	 0.196397
145	 0.263770
146	 0.336640
147	 0.157938
148	 0.051257
149	 -0.070101
150	 -0.064127
151	 0.039552
152	 0.154092
153	 0.017814
154	 -0.036285
155	 -0.108257
156	 -0.156222
157	 0.033356
158	 0.163471
159	 0.196859
160	 0.155486
161	 -0.150222
162	 -0.129544
163	 -0.056308
164	 0.044985
165	 0.085634
166	 0.116491
167	 0.216804
168	 0.097779
169	 0.147068
170	 0.136576
171	 0.271276
172	 0.292521
173	 0.069719
174	 -0.142737
175	 -0.147752
176	 -0.298951
177	 -0.375825
178	 -0.374879
179	 -0.330052
180	 -0.153961
181	 -0.182020
182	 -0.144154
183	 -0.042303
184	 0.063794
185	 0.046736
186	 0.046405
187	 -0.045819
188	 0.126888
189	 0.093138
190	 0.024638
191	 0.108060
192	 -0.022279
193	 -0.094769
194	 -0.055106
195	 0.030306
196	 0.152802
197	 0.215583
198	 0.057040
199	 0.054068
200	 0.095246
201	 0.063179
202	 0.211440
203	 0.417627
204	 0.439846
205	 0.558127
206	 0.522429
207	 0.587126
208	 0.667142
209	 0.678908
210	 0.702244
211	 0.661832
212	 0.546671
213	 0.469774
214	 0.518753
215	 0.397327
216	 0.287691
217	 0.338735
218	 0.441928
219	 0.401757
220	 0.243237
221	 0.320964
222	 0.442192
223	 0.368145
224	 0.155696
225	 0.058748
226	 0.211101
227	 0.207946
228	 0.063724
229	 0.117816
230	 0.251933
